식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),,,,,,,,,,,,,,,,,,,,,,,
스무디_피넛 밀크 쉐이크,100ml,93,,1.67,,,,11.11,,,,,,63,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,
스무디_피스타치오 스무디 (XL),100ml,49,,0.76,,,,5.76,,,,,,14,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,
스무디_피스타치오 빽스치노 소프트,100ml,97,,1.31,,,,3.14,,,,,,49,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,
스무디_피스타치오 빽스치노,100ml,86,,1.28,,,,1.92,,,,,,53,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,
스무디_피치 딸기 크러쉬,100ml,55,,0,,,,13.28,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_한라봉 스노우,100ml,79,,0.2,,,18,17.8,,,,,,1,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,
스무디_허니 월넛치노,100ml,147,,3.83,3.83,,24.47,10.85,,,,,,16,,,,,,,,,4.47,0.85,,,,,,,,,,,,,,,,,,,,,,,,
스무디_화이트 초콜릿 모카 프라푸치노 (Tall),100ml,69,,1.13,,,,10.7,,,,,,39,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_화이트 타이거 프라푸치노 (Grande),100ml,87,,1.06,,,,12.05,,,,,,47,,,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,
스무디_화이트 프로스트 (L),100ml,130,,1.51,,,,17.33,,,,,,68,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,
스무디_타로 버블 프로스트 (R),100ml,97,,0.7,,,,11.96,,,,,,38,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,
스무디_토피넛 프라노베,100ml,128,,1.81,,,,15.39,,,,,,65,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
스무디_토피넛 플랫치노,100ml,128,,1.45,,,,14.73,,,,,,60,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,
스무디_트위스트 피치 요거트 블렌디드 (Grande),100ml,82,,0.63,,,,14.38,,,,,,14,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,
스무디_파인비타 그라니따 (R),100ml,74,,0,,,,17.01,,,,,,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_파인애플망고 스무디,100ml,48,,0.04,,,,10.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스무디_팥 마시빙,100ml,123,,1.54,,,,6.97,,,,,,28,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,
스무디_퍼플 사워 블렌디드 (Tall),100ml,72,,0,,,,18.03,,,,,,18,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_폭탄 프라페,100ml,110,,1.07,5.53,,14,13.6,,,,,,31,,,,,,,,,0,4.6,0.08,,,,,,,,,,,,,,,,,,,,,,,
스무디_퐁당치노 미숫가루,100ml,104,,2.87,,,,12.5,,,,,,36,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,
스무디_퐁당치노 바닐라,100ml,93,,2.07,,,,11.3,,,,,,40,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_퐁당치노 원조커피,100ml,94,,1.69,,,,8.61,,,,,,17,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 리얼요거트 프라페노 (L),100ml,92,,1.56,,,,16.67,,,,,,18,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 리얼요거트 프라페노 (R),100ml,92,,1.67,,,,16.67,,,,,,18,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 밀크 쉐이크,100ml,97,,2.78,,,,13.89,,,,,,35,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 요거 프라노베,100ml,83,,2.22,,,,13.33,,,,,,33,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 요거트 그라니따 (R),100ml,100,,1.78,,,,20.44,,,,,,29,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 요거트 쉐이크,100ml,116,,2.06,,,,4.17,,,,,,38,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,
스무디_플레인 요거트 스무디,100ml,85,,1.73,,,,9.47,,,,,,28,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠앤크 블렌디드,100ml,108,,1.45,,,,11.81,,,,,,95,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠앤크 요프치노,100ml,108,,1.39,,,,8.89,,,,,,62,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠앤크 프라페,100ml,179,,3.66,,,,14.37,,,,,,54,,,,,,,,,,4.51,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠크팝 (L),100ml,146,,2.33,,,,20.2,,,,,,90,,,,,,,,,,5.58,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠크팝 (R),100ml,136,,1.87,,,,13.09,,,,,,81,,,,,,,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키 밀크 쉐이크,100ml,115,,3.06,,,,13.33,,,,,,64,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키 프라페,100ml,104,,1.53,4.55,,104,8.04,,,,,,70,,,,,,,,,0,3.43,0.04,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키&크림 스노우,100ml,111,,1.69,,,20.72,7.16,,,,,,91,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키앤크림 탐앤치노,100ml,83,,1.28,1.7,,15.74,11.91,,,,,,22,,,,,,,,,6.38,1.06,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키앤크림 프라노베,100ml,82,,1.5,,,,12.36,,,,,,84,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키크런치 빽스치노 소프트,100ml,126,,2,,,,13.76,,,,,,38,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키크런치 빽스치노,100ml,122,,2.07,,,,14.8,,,,,,39,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿠키 프라페,100ml,108,,1.66,,,,6.67,,,,,,56,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,
스무디_쿨캔디 팝핑스무디,100ml,110,,0.07,,,,10.51,,,,,,32,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
스무디_키위 스무디,100ml,81,,0.72,,,,15.66,,,,,,19,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,
스무디_키위 스무벨라,100ml,70,,0,,,,14.06,,,,,,13,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_키위 요거트 프로스트 (L),100ml,88,,1.23,,,,16.33,,,,,,19,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,
스무디_키위 요거트 프로스트 (R),100ml,79,,1.13,,,,14.78,,,,,,17,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,
스무디_타로 버블 프로스트 (L),100ml,139,,1.12,,,,17.13,,,,,,51,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜커피 프라페 (L),100ml,103,,1.69,,,,11.42,,,,,,51,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜커피 프라페 (Max),100ml,98,,1.69,,,,11,,,,,,47,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜커피 프라페 (R),100ml,95,,1.69,,,,10.63,,,,,,46,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 플랫치노,100ml,86,,0.5,,,,9.79,,,,,,46,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카페 코코다,100ml,71,,0.65,,,10.39,9.31,,,,,,29,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,
스무디_커피 드로잉 말차 프라푸치노 (Tall),100ml,108,,2.25,,,,14.08,,,,,,54,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
스무디_커피밀크쉐이크 (R),100ml,97,,1.21,,,,7.25,,,,,,24,,,,,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,
스무디_커피 프라페,100ml,71,,1.08,,,,4.89,,,,,,23,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,
스무디_커피 플랫치노,100ml,44,,0.39,,,,6.31,,,,,,28,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 그린티,100ml,142,,2.82,,,,20.56,,,,,,52,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 더치,100ml,123,,2.25,,,,14.37,,,,,,45,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 마블 애플망고 (L),100ml,54,,0.29,,,,9.25,,,,,,11,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 아이스샷,100ml,112,,1.69,,,,10.84,,,,,,51,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 카페 요프치노,100ml,70,,2.22,,,,13.33,,,,,,20,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 커피 그라니따 (R),100ml,91,,1.4,,,,10.93,,,,,,30,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코넛 쿠앤크,100ml,143,,2.82,,,,16.06,,,,,,56,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,
스무디_코코프레소,100ml,130,,2.25,,,,17.46,,,,,,46,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,
스무디_콜드브루 할리치노,100ml,59,,1.13,,,,9.04,,,,,,46,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,
스무디_콜라겐 요거트스무디,100ml,85,,1.91,1.28,,16.17,14.68,,,,,,76,,,,,,,,,3.4,0.85,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코칩 프라페노 (L),100ml,120,,2,,,,15.11,,,,,,27,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코칩 프라페노 (R),100ml,119,,1.94,,,,15.28,,,,,,26,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코쿠키 쉐이크,100ml,148,,2.17,,,,11.11,,,,,,73,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코크림 프라페,100ml,98,,1.75,,,,12.22,,,,,,43,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코허니퐁 크러쉬,100ml,86,,1.84,,,,7.6,,,,,,27,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜렛 쿠키&크림 스무디,100ml,86,,0.85,,,,3.59,,,,,,36,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜릿 밀크 쉐이크,100ml,128,,2.5,,,,16.67,,,,,,69,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜릿 블렌디드,100ml,80,,1.69,,,,10.36,,,,,,31,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜릿 블렌디모 아이스(ICED),100ml,104,,2.2,,,,9.85,,,,,,28,,,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜릿 칩 플랫치노,100ml,99,,1.7,,,,10.38,,,,,,34,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜릿 크림 칩 프라푸치노 (Tall),100ml,85,,1.69,,,,11.27,,,,,,45,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초콜릿쿠키 젤라또 프라페노 (R),100ml,96,,2.22,,,,9.72,,,,,,67,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 블렌디모 아이스(ICED),100ml,76,,1.23,,,,8.96,,,,,,32,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 아이스샷,100ml,100,,1.45,,,,11.08,,,,,,41,,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 프라노베,100ml,103,,1.19,,,,12.5,,,,,,59,,,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 프라페,100ml,82,,1.13,,,,12.11,,,,,,7,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 프라푸치노 (Tall),100ml,85,,1.13,,,,10.99,,,,,,54,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 프로스트 (L),100ml,127,,1.38,,,,16.15,,,,,,61,,,,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,
스무디_카라멜 프로스트 (R),100ml,114,,0.87,,,,15.27,,,,,,62,,,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초당옥수수 스무디,100ml,43,,1.97,,,,4.79,,,,,,21,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 마시빙,100ml,74,,1.12,,,,6,,,,,,30,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 바닐라 프라페,100ml,70,,1.25,,,,8.13,,,,,,27,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 쿠키 프라페,100ml,80,,1.46,,,,9.58,,,,,,38,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 쿠키스무디 (XL),100ml,107,,1.36,,,,7.58,,,,,,48,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 파르페 (L),100ml,128,,1.97,,,,15.5,,,,,,53,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 프라노베,100ml,105,,1.53,,,,17.86,,,,,,62,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코 피스타치오 프라페,100ml,66,,1.25,,,,8.54,,,,,,23,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코돼지쉑,100ml,91,,2.03,,,,11.17,,,,,,34,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코밀크 쉐이크 (R),100ml,124,,1.93,,,,13.04,,,,,,36,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코바나나 프라페,100ml,89,,1.69,,,,11.42,,,,,,30,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코바나나 빽스치노 소프트,100ml,102,,1.57,,,,6.14,,,,,,19,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코바나나 빽스치노,100ml,92,,1.6,,,,5.44,,,,,,17,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코바른 제주 그린 스무디,100ml,88,,0.63,,,,8.46,,,,,,31,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코바른 초코 스무디,100ml,102,,0.85,,,,5.5,,,,,,38,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코바른 피스타치오 스무디,100ml,96,,0.85,,,,8.03,,,,,,38,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코빽스치노 소프트,100ml,101,,1.74,,,,14.92,,,,,,22,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코빽스치노,100ml,91,,1.75,,,,16.13,,,,,,21,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초코칩 스무디 (XL),100ml,67,,1.36,,,,9.39,,,,,,29,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,
스무디_장수 오미자 스무디,100ml,38,,0.03,,,,7.51,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 그린 한라봉 모히또 블렌디드 (Grande),100ml,34,,0,,,,7.82,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 그린티 스무디,100ml,86,,0.63,,,,8.46,,,,,,56,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 까망 크림 프라푸치노 (Grande),100ml,127,,1.9,,,,16.7,,,,,,70,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 쑥떡 크림 프라푸치노 (Grande),100ml,97,,1.69,,,,12.05,,,,,,53,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 유기농 말차로 만든 크림 프라푸치노 (Tall),100ml,65,,1.41,,,,7.89,,,,,,42,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 한라봉 스무디,100ml,60,,1.93,,,,12.05,,,,,,8,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주녹차 프라페노 (L),100ml,84,,1.33,,,,12.67,,,,,,18,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주녹차 프라페노 (R),100ml,90,,1.39,,,,13.61,,,,,,20,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주 레몬 망고 스무디,100ml,31,,0.12,,,,4.6,,,,,,3,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주말차 프라페 (L),100ml,110,,2.54,,,,16.07,,,,,,30,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주말차 프라페 (Max),100ml,105,,2.37,,,,15.4,,,,,,29,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,
스무디_제주말차 프라페 (R),100ml,98,,2.17,,,,14.49,,,,,,27,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_젤라또 쉐이크,100ml,150,,4.25,,,,15.24,,,,,,81,,,,,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,
스무디_청자몽 팝핑 그라니따 (R),100ml,69,,0,,,,17.86,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_청포도 스무디,100ml,54,,0,,,,10.57,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_체리 바닐라 프라페,100ml,101,,1.47,,,,6.19,,,,,,28,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,
스무디_체리츄,100ml,91,,1.9,,,,13.53,,,,,,25,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,
스무디_초당옥수수 팝핑 스무디,100ml,88,,0.21,,,,9.09,,,,,,39,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
스무디_원조빽스치노 소프트,100ml,105,,1.44,,,,10.33,,,,,,21,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,
스무디_원조빽스치노,100ml,95,,1.28,,,,10.56,,,,,,18,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,
스무디_월넛 탐앤치노,100ml,134,,3.17,3.66,,22.44,8.54,,,,,,7,,,,,,,,,0.73,0.24,,,,,,,,,,,,,,,,,,,,,,,,
스무디_유니콘 프라페,100ml,80,,1.18,,,,7.16,,,,,,24,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,
스무디_유자 프로스트 (L),100ml,98,,0.99,,,,18.48,,,,,,37,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,
스무디_유자 프로스트 (R),100ml,79,,0.94,,,,14.57,,,,,,31,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,
스무디_유자스무디,100ml,78,,1.17,0.8,,16.48,15.03,,,,,,16,,,,,,,,,2.53,0.53,0.03,,,,,,,,,,,,,,,,,,,,,,,
스무디_자두 팝핑 그라니따 (R),100ml,89,,0.43,,,,18.91,,,,,,5,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자몽 플랫치노,100ml,36,,0.17,,,,8.46,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바 초코렛 칩 스노우,100ml,97,,1.47,,,19.63,9.17,,,,,,54,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바 칩 프라푸치노 (Tall),100ml,96,,1.69,,,,11.83,,,,,,51,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩 그라니따 (R),100ml,95,,1.16,,,,14.65,,,,,,51,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩 탐앤치노,100ml,114,,1.46,3.9,,18.54,9.51,,,,,,34,,,,,,,,,0.73,3.41,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩 프라노베,100ml,115,,1.39,,,,11.11,,,,,,87,,,,,,,,,,5.56,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩 프라페,100ml,110,,2.82,,,,13.8,,,,,,33,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩 프로스트 (L),100ml,140,,2.24,,,,17.07,,,,,,57,,,,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩 프로스트 (R),100ml,128,,1.94,,,,15.56,,,,,,51,,,,,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩모카 프로스트 (L),100ml,136,,1.9,,,,16.84,,,,,,64,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,
스무디_자바칩모카 프로스트 (R),100ml,126,,1.72,,,,15.63,,,,,,56,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,
스무디_에스프레소 프라푸치노 (Tall),100ml,41,,0.56,,,,8.17,,,,,,32,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,
스무디_에스프레소 프로스트 (L),100ml,103,,0.94,,,,10.78,,,,,,51,,,,,,,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,
스무디_에스프레소 프로스트 (R),100ml,88,,0.7,,,,9.07,,,,,,48,,,,,,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,
스무디_엑스트라 자바칩 탐앤치노,100ml,121,,1.49,3.62,,20.64,10,,,,,,37,,,,,,,,,0.85,3.19,,,,,,,,,,,,,,,,,,,,,,,,
스무디_연유딸기쉑,100ml,110,,2.03,,,,15.91,,,,,,17,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,
스무디_연유망고쉑,100ml,110,,2.03,,,,16.07,,,,,,17,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,
스무디_오곡 밀크 프라페,100ml,97,,2.78,,,,11.11,,,,,,40,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,
스무디_오곡프로스트 (L),100ml,109,,1.88,,,,15.31,,,,,,22,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,
스무디_오곡프로스트 (R),100ml,101,,1.8,,,,13.58,,,,,,20,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,
스무디_오리지널 바닐라 쉐이크 (R),100ml,51,,0.85,,,,6.03,,,,,,14,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,
스무디_오리진 쉐이크,100ml,129,,1.93,,,,10.14,,,,,,50,,,,,,,,,,7.39,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 스노우,100ml,84,,1.06,,,18.01,17.16,,,,,,29,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 스무디,100ml,87,,2.25,,,,15.77,,,,,,34,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 애플망고 (L),100ml,84,,0.71,,,,8.1,,,,,,11,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 요프치노,100ml,80,,1.11,,,,15,,,,,,18,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 프라페 (L),100ml,78,,1.27,,,,14.59,,,,,,18,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 프라페 (Max),100ml,77,,1.35,,,,14.38,,,,,,17,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,
스무디_요거트 프라페 (R),100ml,70,,1.21,,,,12.8,,,,,,16,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,
스무디_우도땅콩 바나나 쉐이크,100ml,77,,1.68,,,,6.84,,,,,,40,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리 그라니따 (R),100ml,69,,0.67,,,,12.89,,,,,,3,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리 요거트 그라니따 (R),100ml,86,,1.67,,,,13.57,,,,,,26,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리 치즈프라페,100ml,142,,2.22,,,,11.94,,,,,,94,,,,,,,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리 크림 스무디,100ml,162,,1.41,,,,33.24,,,,,,31,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리초콜릿 프라페 (L),100ml,130,,2.96,,,,16.91,,,,,,40,,,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리초콜릿 프라페 (Max),100ml,122,,2.71,,,,15.91,,,,,,37,,,,,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리초콜릿 프라페 (R),100ml,116,,2.66,,,,15.22,,,,,,36,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리치즈홀릭,100ml,85,,1.17,,,,9.09,,,,,,17,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리피치 프라페 (L),100ml,68,,1.06,,,,14.8,,,,,,14,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_스트로베리피치 프라페 (R),100ml,57,,0.97,,,,12.32,,,,,,11,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
스무디_아이스 블루베리 요거트 블렌디드,100ml,75,,1.39,0.57,,,11.3,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
